,0,1
4873,"  Off Nathan By Ojuelegba, Ojuelegba, Surulere, Lagos","480,000"
4874,"  Close To Rd, At Pz Rd, Off Sapele., Benin, Oredo, Edo","58,000"
4875,"  Ikeja GRA, Ikeja, Lagos","1,000,000"
4876,"  Off Woji Tombia Road, GRA Phase 2, Port Harcourt, Rivers","200,000"
4877,"  Jabi, Abuja","11,000,000"
4878,"  Adeola Odeku, Victoria Island (VI), Lagos",₦
4879,"  Berger Road, Ojodu, Lagos",₦
4880,"  Ilasan, Lekki, Lagos",₦
4881,"  Dolphin Estate, Old Ikoyi, Ikoyi, Lagos",₦
4882,"  Opposite Gudu Market, Gudu, Abuja",₦
4883,"  Oniru, Victoria Island (VI), Lagos",₦
4884,"  Lekki Phase 1, Lekki, Lagos",₦
4885,"  Banana Island, Ikoyi, Lagos",₦
4886,"  Lekki Phase 1, Lekki, Lagos",₦
4887,"  Old Ikoyi, Ikoyi, Lagos",₦
4888,"  45, Ocean Waves Estate, Ajah, Lagos",₦
4889,"  No 33 West Coat Estates By Lagos Business School, Ajah, Lagos",₦
4890,"  Off Oladimeji Alo, Lekki Phase 1, Lekki, Lagos",₦
4891,"  Chevy View Estate, Lekki, Lagos",₦
4892,"  104 Femi Killa, Ago Palace, Isolo, Lagos",₦
4893,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
4894,"  Banana Island, Ikoyi, Lagos",₦
4895,"  Oniru, Victoria Island (VI), Lagos",₦
4896,"  Victoria Island (VI), Lagos",₦
4897,"  Kilo, Surulere, Lagos",₦
4898,"  Eko Pearl Tower, Eko Atlantic City, Lagos","3,000,000"
4899,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos","2,055,000"
4900,"  Off Admiralty, Lekki Phase 1, Lekki, Lagos","200,000"
4901,"  Near Four Point Hotel, Oniru, Victoria Island (VI), Lagos","5,500,000"
4902,"  Off 2nd Avenue, Old Ikoyi, Ikoyi, Lagos","4,000,000"
4903,"  Off Burdillion, Old Ikoyi, Ikoyi, Lagos","1,800,000"
4904,"  Lekki Phase 1, Lekki, Lagos","750,000"
4905,"  Off Adeola Odeku Road, Victoria Island (VI), Lagos","2,500,000"
4906,"  Banana Island, Ikoyi, Lagos","6,000,000"
4907,"  Banana Island, Ikoyi, Lagos","55,000,000"
4908,"  Lekki Phase 1, Lekki, Lagos","4,500,000"
4909,"  Gerrad Road, Old Ikoyi, Ikoyi, Lagos","12,000,000"
4910,"  Lekki Phase 1, Lekki, Lagos","7,000,000"
4911,"  Ikate Elegushi, Lekki, Lagos","2,000,000"
4912,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","17,000,000"
4913,"  Lekki Phase 1, Lekki, Lagos","2,800,000"
4914,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","2,200,000"
4915,"  Lekki Phase 1, Lekki, Lagos","500,000"
4916,"  Lekki Phase 1, Lekki, Lagos","3,500,000"
4917,"  Lekki, Lagos","3,500,000"
4918,"  Oniru, Victoria Island (VI), Lagos","4,500,000"
4919,"  Lekki Phase 1, Lekki, Lagos",₦
4920,"  Lekki Phase 1, Lekki, Lagos",₦
4921,"  Off Burdillion Road, Old Ikoyi, Ikoyi, Lagos",₦
4922,"  Lakowe Golf And Country Estate, Lakowe, Ibeju Lekki, Lagos",₦
4923,"  Banana Island, Ikoyi, Lagos",₦
4924,"  Off Burdillion Road, Old Ikoyi, Ikoyi, Lagos",₦
4925,"  Canna West Estate, Jakande, Lekki, Lagos",₦
4926,"  Off Ademola Adetokunbo Street, Victoria Island (VI), Lagos",₦
4927,"  Victoria Island (VI), Lagos",₦
4928,"  Victoria Island (VI), Lagos",₦
4929,"  Akin Adesola Street, Victoria Island (VI), Lagos",₦
4930,"  Off Platinum Estate, Jakande, Lekki, Lagos",₦
4931,"  Maitama District, Abuja",₦
4932,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
4933,"  Mende, Maryland, Lagos",₦
4934,"  Lekki, Lagos",₦
4935,"  Lekki Phase 1, Lekki, Lagos",₦
4936,"  Old Ikoyi, Ikoyi, Lagos",₦
4937,"  Off Admiralty, Lekki Phase 1, Lekki, Lagos",₦
4938,"  Lekki Phase 1, Lekki, Lagos",₦
4939,"  Adeyemo Alakija Street, Victoria Island (VI), Lagos","3,000,000"
4940,"  Ademola Adetokunbo Crescent, Wuse 2, Abuja","6,000,000"
4941,"  Abacha Estate, Old Ikoyi, Ikoyi, Lagos","500,000"
4942,"  Rumuodara, Port Harcourt, Rivers","4,000,000"
4943,"  Lekki County, Ikota Villa Estate, Lekki, Lagos","3,500,000"
4944,"  Ikeja GRA, Ikeja, Lagos","2,000,000"
4945,"  Lekki Phase 1, Lekki, Lagos","30,000"
4946,"  Old Ikoyi, Ikoyi, Lagos","1,600,000"
4947,"  Crown Estate, Ajah, Lagos","600,000"
4948,"  Old Ikoyi, Ikoyi, Lagos","1,500,000"
4949,"  Games Village, Kaura, Abuja","14,500,000"
4950,"  Eliozu, Port Harcourt, Rivers","4,000,000"
4951,"  Ist Avenue, Banana Island, Ikoyi, Lagos","3,000,000"
4952,"  Before Bakare Estate, Agungi, Lekki, Lagos","12,000,000"
4953,"  Gra Scheme 1, Oko-oba, Agege, Lagos","13,000,000"
4954,"  Osapa Ext.,/agungi, Lekki, Lagos","40,000,000"
4955,"  Lugard House, Old Ikoyi, Ikoyi, Lagos","1,500,000"
4956,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","20,000,000"
4957,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos","29,000,000"
4958,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos","18,000,000"
4959,"  Lekki Phase 1, Lekki, Lagos","23,000,000"
4960,"  Ogba, Ikeja, Lagos",₦
4961,"  Jahi, Abuja",₦
4962,"  Guzape District, Abuja",₦
4963,"  Tm Garden Estate Behind Iporin Estate, Yaba, Lagos",₦
4964,"  Platinum Mall, Lekki Expressway, Lekki, Lagos",₦
4965,"  Seaside Estate, Badore, Ajah, Lagos",₦
4966,"  Off Ajayi Bembe, Parkview Estate, Parkview, Ikoyi, Lagos",₦
4967,"  Zone 7, Off Dawaki Ultramodern Market, Dutse, Abuja",₦
4968,"  Oniru, Victoria Island (VI), Lagos",₦
4969,"  Lekki Phase 1, Lekki, Lagos",₦
4970,"  Oniru, Victoria Island (VI), Lagos",₦
4971,"  Banana Island, Ikoyi, Lagos",₦
4972,"  Lekki Phase 1, Lekki, Lagos",₦
4973,"  Osborne Towers, Ikoyi, Lagos",₦
4974,"  First Avenue Road, Rumuibekwe, Port Harcourt, Rivers",₦
4975,"  Newly Built Luxury 3 Bedroom Flat With 1room Bq, Eliozu, Port Harcourt, Rivers",₦
4976,"  Old Ikoyi, Ikoyi, Lagos",₦
4977,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
4978,"  Lekki, Lagos",₦
4979,"  Lakowe, Ibeju Lekki, Lagos",₦
4980,"  Chevron, Lekki Expressway, Lekki, Lagos","3,000,000"
4981,"  Mojisola Onikoyi Estate, Ikoyi, Lagos","17,000,000"
4982,"  Bourdillon, Old Ikoyi, Ikoyi, Lagos","4,500,000"
4983,"  Akute, Ifo, Ogun","650,000"
4984,"  Kofo Abayomi/idowu Martins,, Victoria Island (VI), Lagos","3,000,000"
4985,"  Coral Estate Opposite Conversation Close Conservation Toll Gate, Lekki Phase 2, Lekki, Lagos","15,000,000"
4986,"  Ojodu Abiodun, Ojodu, Lagos","1,800,000"
4987,"  Lekki Phase 1, Lekki, Lagos","15,000,000"
4988,"  After Nnpc, Guzape District, Abuja","7,000,000"
4989,"  Harmony Estate, Ifako, Gbagada, Lagos","8,000,000"
4990,"  By Sheraton Hotel, Ikeja, Lagos","5,000,000"
4991,"  Banjoko Ogidi Estate Off Ijede Road, Ikorodu, Lagos","3,800,000"
4992,"  Eko Atlantic City, Lagos","3,500,000"
4993,"  Lekki Phase 1, Lekki, Lagos","1,300,000"
4994,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","13,500,000"
4995,"  18, Kareem Larka,, Egbeda, Alimosho, Lagos","15,000,000"
4996,"  47, Obifeyin Street, Behind Lucky Fibre, Ikorodu, Lagos","3,500,000"
4997,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","50,000,000"
4998,"  Lekki Phase 1, Lekki, Lagos","20,000"
4999,"  Off Osborne Road, Old Ikoyi, Ikoyi, Lagos","700,000"
5000,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","14,000,000"
5001,"  Off Adeola Odeku, Victoria Island (VI), Lagos",₦
5002,"  Treasure Estate, Rumuodara, Port Harcourt, Rivers",₦
5003,"  Simawa, Ogun",₦
5004,"  Off Adeola Hopewell, Victoria Island, Lagos., Victoria Island (VI), Lagos",₦
5005,"  Katampe Extension, Katampe, Abuja",₦
5006,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
5007,"  Ikeja GRA, Ikeja, Lagos",₦
5008,"  Ikeja Industrial, Adeniyi Jones, Ikeja, Lagos",₦
5009,"  Vintage Estate, By Naf Harmony Estate, Eliozu, Port Harcourt, Rivers",₦
5010,"  Lekki Phase 1, Lekki, Lagos",₦
5011,"  Lekki Phase 1, Lekki, Lagos",₦
5012,"  Lekki Phase 1, Lekki, Lagos",$
5013,"  Oniru, Victoria Island (VI), Lagos",₦
5014,"  Mabuchi, Abuja",₦
5015,"  Off Alexander Road, Old Ikoyi, Ikoyi, Lagos",₦
5016,"  Alausa, Ikeja, Lagos",₦
5017,"  Awolowo Road, Ikoyi, Lagos",₦
5018,"  Osapa, Lekki, Lagos",₦
5019,"  Lekki Phase 1, Lekki, Lagos",₦
5020,"  Alausa, Ikeja, Lagos",₦
5021,"  Off Ijede Road, Igbe, Ikorodu, Lagos","3,000,000"
5022,"  Furo Ezimora, Lekki Phase 1, Lekki, Lagos","1,800,000"
5023,"  Off Toyin Street, Ikeja, Lagos","1,000,000"
5024,"  Close To Vgc, Ikota Villa Estate, Lekki, Lagos","2,500,000"
5025,"  Adeniji Adele, Anikantamo, Low Cost Housing Estate, Phase 2, Lagos Island, Lagos","4,000,000"
5026,"  Jahi, Abuja","25,000,000"
5027,"  Along Alternative Way, Oniru, Victoria Island (VI), Lagos","3,500,000"
5028,"  Peninsula Garden Estate, Before Sangotedo, Ajah, Lagos","140,000"
5029,"  Wuse 2, Abuja","10,000,000"
5030,"  Banana Island, Ikoyi, Lagos","300,000"
5031,"  Old Ikoyi, Ikoyi, Lagos","3,000,000"
5032,"  Lekki Phase 1, Lekki, Lagos","7,000,000"
5033,"  Eko Atlantic City, Lagos","3,500,000"
5034,"  Cromwell Court, Off Chevron Drive, Lekki Expressway, Lekki, Lagos","700,000"
5035,"  Lekki Phase 1, Lekki, Lagos","7,500,000"
5036,"  Ikate Elegushi, Lekki, Lagos","3,300,000"
5037,"  Ikeja GRA, Ikeja, Lagos","4,000,000"
5038,"  VGC, Lekki, Lagos","4,000,000"
5039,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos","6,000,000"
5040,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","1,800,000"
5041,"  Phase 1 Isheri, GRA, Magodo, Lagos","2,500,000"
5042,"  Eko Street, Parkview, Ikoyi, Lagos",₦
5043,"  Off Oladimeji Alo Street, Lekki Phase 1, Lekki, Lagos",₦
5044,"  Osapa, Lekki, Lagos",₦
5045,"  Parkview, Ikoyi, Lagos",₦
5046,"  Old Ikoyi, Ikoyi, Lagos",₦
5047,"  Dolphin Estate, Old Ikoyi, Ikoyi, Lagos",₦
5048,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos",₦
5049,"  Majek. Adekunle Sule Street, Sangotedo, Ajah, Lagos",₦
5050,"  Ologede Estate, New Garage, Challenge, Ibadan, Oyo",₦
5051,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
5052,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
5053,"  Oniru, Victoria Island (VI), Lagos",₦
5054,"  Old Ikoyi, Ikoyi, Lagos",₦
5055,"  Lekki Phase 1, Lekki, Lagos",₦
5056,"  Lekki Phase 1, Lekki, Lagos",₦
5057,"  Lekki, Lagos",₦
5058,"  Lekki Phase 1, Lekki, Lagos",₦
5059,"  Off Onikoyi Road, Old Ikoyi, Ikoyi, Lagos",₦
5060,"  Bonvadia Court, Ikate Elegushi, Lekki, Lagos",₦
5061,"  Lekki Phase 1, Lekki, Lagos",₦
5062,"  Pinnock Beach Estate, Lekki, Lagos","3,000,000"
5063,"  Ologolo, Lekki, Lagos","500,000"
5064,"  Harmony/vintage Estate, Air Force Road, Eliozu, Port Harcourt, Rivers","1,000,000"
5065,"  Michael Olawale Cole, Lekki Phase 1, Lekki, Lagos","900,000"
5066,"  Lekki Phase 1, Lekki, Lagos","437,500"
5067,"  Awolowo Road, Ikoyi, Lagos","3,500,000"
5068,"  Katampe, Abuja","1,300,000"
5069,"  Basic Estate, Lokogoma District, Abuja","400,000"
5070,"  Chevron Drive, Lekki, Lagos","4,000,000"
5071,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","1,900,000"
5072,"  Maitama District, Abuja","700,000"
5073,"  Wuse 2, Abuja","2,000,000"
5074,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","350,000"
5075,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","300,000"
5076,"  Banana Island, Ikoyi, Lagos","1,800,000"
5077,"  Berger, Ojodu, Lagos","1,200,000"
5078,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos","4,000,000"
5079,"  Banana Island, Ikoyi, Lagos","1,200,000"
5080,"  Banana Island, Ikoyi, Lagos","1,800,000"
5081,"  Banana Island, Ikoyi, Lagos","130,000"
5082,"  Lekki Phase 1, Lekki, Lagos","4,000,000"
5083,"  Parkview, Ikoyi, Lagos",₦
5084,"  Lekki Phase 1, Lekki, Lagos",₦
5085,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos",₦
5086,"  Eleshin Bus Stop, Along Ewu Elepe Ijede Road, Ikorodu, Lagos",₦
5087,"  Femi Okunni Rd Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
5088,"  Ikeja GRA, Ikeja, Lagos",₦
5089,"  Off Aminu Kano Crescent, Wuse 2, Abuja",₦
5090,"  Old Ikoyi, Ikoyi, Lagos",$
5091,"  Peninsula Garden Estate, Before Shoprite, Ajah, Lagos",₦
5092,"  Sunrise Estate Off Okporo, Rumuodara, Port Harcourt, Rivers",₦
5093,"  Crown Estate, Ajah, Lagos",₦
5094,"  Old Ikoyi, Ikoyi, Lagos",$
5095,"  Orita Ara Tigbo Ilu, Ado-Odo/Ota, Ogun",₦
5096,"  Dideolu Estate, Victoria Island Extension, Victoria Island (VI), Lagos",₦
5097,"  By Fourpoint Hotel, Oniru, Victoria Island (VI), Lagos",₦
5098,"  Rukpokwu, Port Harcourt, Rivers",₦
5099,"  Boet Estate, Omole Phase 1, Ikeja, Lagos",₦
5100,"  Ikoyi, Lagos",₦
5101,"  Femi Okunnu Street, Ikoyi, Lagos",₦
5102,"  Orchid Hotel Road, Chevy View Estate, Lekki, Lagos",₦
5103,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","3,000,000"
5104,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos","400,000"
5105,"  Off Ligali Ayorinde, Victoria Island (VI), Lagos","500,000"
5106,"  Lekki Phase 1, Lekki, Lagos","700,000"
5107,"  Oniru, Victoria Island (VI), Lagos","1,800,000"
5108,"  Old Ikoyi, Ikoyi, Lagos","170,000"
5109,"  Ikeja GRA, Ikeja, Lagos","650,000"
5110,"  Banana Island Estate, Banana Island, Ikoyi, Lagos","230,000"
5111,"  Off Akin Adesola Street, Victoria Island (VI), Lagos","3,500,000"
5112,"  Off Adeola Odeku Street, Victoria Island (VI), Lagos","1,500,000"
5113,"  Parkview, Ikoyi, Lagos","180,000"
5114,"  Off Fola Oshibo, Lekki Phase 1, Lekki, Lagos","350,000"
5115,"  Lekki Phase 1, Lekki, Lagos","3,000,000"
5116,"  Lekki Phase 1, Lekki, Lagos","300,000"
5117,"  Banana Island, Ikoyi, Lagos","1,000,000"
5118,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","550,000"
5119,"  Oladimeji Alo Street, Lekki Phase 1, Lekki, Lagos","700,000"
5120,"  Acme Road, Ogba, Ikeja, Lagos","1,000,000"
5121,"  Acme Road, Ogba, Ikeja, Lagos","700,000"
5122,"  Rukpokwu, Port Harcourt, Rivers","3,500,000"
5123,"  Off Kingsway Road, Old Ikoyi, Ikoyi, Lagos","2,000,000"
5124,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
5125,"  By Mayfair Gardens Estate, Awoyaya, Ibeju Lekki, Lagos",₦
5126,"  Off Admiralty Road,lekki Phase 1, Lekki Phase 1, Lekki, Lagos",₦
5127,"  Close To Abraham Adesanya Estate, Lekki Phase 2, Lekki, Lagos",₦
5128,"  Off Alfred Rewane Road, Old Ikoyi, Ikoyi, Lagos",₦
5129,"  Victoria Island (VI), Lagos",₦
5130,"  Igbosere Road, Onikan, Lagos Island, Lagos",₦
5131,"  Milverton, Old Ikoyi, Ikoyi, Lagos",₦
5132,"  25, Oladejo Street, Off Ogundare Road, Oriokuta, Agric, Ikorodu, Lagos",₦
5133,"  Banana Island, Ikoyi, Lagos",₦
5134,"  Lekki Phase 1, Lekki, Lagos",₦
5135,"  Mtn Mast Road, Ugbor Gra, Benin, Oredo, Edo",₦
5136,"  Banana Island, Ikoyi, Lagos",₦
5137,"  Old Ikoyi, Ikoyi, Lagos",₦
5138,"  Off Ajose Adeogun, Victoria Island (VI), Lagos",₦
5139,"  Lekki Phase 1, Lekki, Lagos",₦
5140,"  Lekki Phase 1, Lekki, Lagos",₦
5141,"  Lekki Phase 1, Lekki, Lagos",₦
5142,"  Lekki, Lagos",₦
5143,"  Lekki Phase 1, Lekki, Lagos",$
5144,"  Oniru, Victoria Island (VI), Lagos","3,000,000"
5145,"  Lekki Phase 1, Lekki, Lagos","300,000"
5146,"  Lekki Phase 1, Lekki, Lagos","300,000"
5147,"  Rumuibekwe, Port Harcourt, Rivers","400,000"
5148,"  Gra, Opebi-allen, Opebi, Ikeja, Lagos","400,000"
5149,"  Old Ikoyi, Ikoyi, Lagos","650,000"
5150,"  Old Ikoyi, Ikoyi, Lagos","1,500,000"
5151,"  Lekki, Lagos","3,000,000"
5152,"  Ikeja GRA, Ikeja, Lagos","400,000"
5153,"  Off Queen's Drive, Old Ikoyi, Ikoyi, Lagos","2,500,000"
5154,"  Sunrise Estate, Off Okporo Road, Rumuodara, Port Harcourt, Rivers","1,000,000"
5155,"  Jabi Lake, Jabi, Abuja","3,500,000"
5156,"  Wuse 2, Abuja","2,500,000"
5157,"  Femi Okunnu Way, Osapa, Lekki, Lagos","3,000,000"
5158,"  Ugbor Gra, Benin, Oredo, Edo","350,000"
5159,"  Wuse 2, Abuja","3,500,000"
5160,"  Lekki Right By Pinnacle Fuel Station, Lekki Phase 1, Lekki, Lagos","3,500,000"
5161,"  Oniru, Victoria Island (VI), Lagos","350,000"
5162,"  Oniru, Victoria Island (VI), Lagos","600,000"
5163,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos","18,000,000"
5164,"  Oral Estate, Lekki, Lagos","1,000,000"
5165,"  Opposite Chevron Hq, Orchid Hotel Road, Lekki Expressway, Lekki, Lagos",₦
5166,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
5167,"  Oniru, Victoria Island (VI), Lagos",₦
5168,"  Chevron Extension, Orchid Road By Eleganza, Lekki Expressway, Lekki, Lagos",₦
5169,"  Off Ligali Ayorinde Street, Victoria Island Extension, Victoria Island (VI), Lagos",₦
5170,"  Oniru Estate, Oniru, Victoria Island (VI), Lagos",₦
5171,"  Bella Vista, Banana Island, Ikoyi, Lagos",₦
5172,"  Apperton Place Estate, Agungi, Lekki, Lagos",₦
5173,"  Banana Island Road, Banana Island, Ikoyi, Lagos",₦
5174,"  G.u Ake Road Eliozu, Eliozu, Port Harcourt, Rivers",₦
5175,"  Shell Cooperative Eneka, Eneka, Port Harcourt, Rivers",₦
5176,"  Off Admiralty, Lekki Phase 1, Lekki, Lagos",₦
5177,"  Ikota Villa Estate, Ikota, Lekki, Lagos",₦
5178,"  Katampe Extention, Katampe Extension, Katampe, Abuja",₦
5179,"  Greenville Estate, Badore, Ajah, Lagos",₦
5180,"  Jahi By Gilmore, Jahi, Abuja",₦
5181,"  Magodo Ph1 Isheri Roads., Magodo, Lagos",₦
5182,"  Osapa, Lekki, Lagos",₦
5183,"  Orchid Road, Lekki Phase 1, Lekki, Lagos",₦
5184,"  Osapa, Lekki, Lagos",₦
5185,"  Allen, Ikeja, Lagos","3,000,000"
5186,"  Off Mobil Road, Ilaje, Ajah, Lagos","300,000"
5187,"  Lekki Phase 1, Lekki, Lagos","3,200,000"
5188,"  Gwarinpa Extension, Gwarinpa, Abuja","2,500,000"
5189,"  Off Mobil Road, Ilaje, Ajah, Lagos","3,000,000"
5190,"  Mobil Road Ajah, Ilaje, Ajah, Lagos","3,500,000"
5191,"  Langbasa, Ado, Ajah, Lagos","1,000,000"
5192,"  Lekki Phase 1, Lekki, Lagos","1,500,000"
5193,"  3rd Avenue Gwarinpa Estate, Gwarinpa, Abuja","2,500,000"
5194,"  3rd Avenue Gwarinpa Estate, Gwarinpa, Abuja","3,000,000"
5195,"  Lekki Phase 1, Lekki, Lagos","3,000,000"
5196,"  Off Fola Osibo, Lekki Phase 1, Lekki Phase 1, Lekki, Lagos","1,800,000"
5197,"  Idado, Lekki, Lagos","1,800,000"
5198,"  Gbagada Phase 2, Gbagada, Lagos","650,000"
5199,"  Oke Ira Nla, Ado, Ajah, Lagos","230,000"
5200,"  Oke Ira Nla, Ado, Ajah, Lagos","1,200,000,000"
5201,"  Lekki Phase One, Lekki Phase 1, Lekki, Lagos","450,000"
5202,"  Road 6 Kings Court Estate Lbs Ajah Lagos, Ajah, Lagos","2,000,000"
5203,"  Ajah Ado Road, Lekki Expressway, Lekki, Lagos","600,000"
5204,"  Plot 6 Vintage Garden Estate, Ajah, Lagos","800,000"
5205,"  Mab Global Estate After Charlie Boy 6th Avenue, Gwarinpa, Abuja","300,000"
5206,"  Eleyele Sango Road Ibadan, Eleyele, Ibadan, Oyo",₦
5207,"  1004 Housing Estate, Victoria Island (VI), Lagos",₦
5208,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
5209,"  Off Palace Road Oniru, Oniru, Victoria Island (VI), Lagos",₦
5210,"  Located In A High Profile Neighborhood, Banana Island, Ikoyi, Lagos",₦
5211,"  Efab Queens Estate After Charlie Boy 6th Avenue, Gwarinpa, Abuja",₦
5212,"  Parkview Estate, Parkview, Ikoyi, Lagos",₦
5213,"  Off Ademola Adetokunbo Street, Wuse 2, Abuja",₦
5214,"  Off Gbajumo Estate By Adeniran Ogunsanya, Adeniran Ogunsanya, Surulere, Lagos",₦
5215,"  Powerline Estate Along Addo, Badore, Ajah, Lagos",₦
5216,"  Eko Atlantic City, Eko Atlantic City, Lagos",₦
5217,"  Jahi, Abuja",₦
5218,"  Modupe Odunlami Lekki Right Hand Side, Lekki Phase 1, Lekki, Lagos",₦
5219,"  1004 Estate, Victoria Island Extension, Victoria Island (VI), Lagos",₦
5220,"  Eko Atlantic City, Eko Atlantic City, Lagos",₦
5221,"  Ocean Bay Estate By Lekki Conservation Center, Lekki Phase 1, Lekki, Lagos",₦
5222,"  Jahi, Jahi, Abuja",₦
5223,"  Paradise Estate, Eneka, Obio-Akpor, Rivers",₦
5224,"  Salem, Ikate Elegushi, Lekki, Lagos",₦
5225,"  Royal Palmwill Estate, Badore, Ajah, Lagos",₦
5226,"  Igbo Efon, Lekki, Lagos","3,000,000"
5227,"  Lekki, Lagos","500,000"
5228,"  Majek Area, Sangotedo, Ajah, Lagos","3,500,000"
5229,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","5,500,000"
5230,"  Rumuokurusi Pipeline., Port Harcourt, Rivers","5,500,000"
5231,"  Rumunduru., Port Harcourt, Rivers","2,500,000"
5232,"  Osapa, Lekki, Lagos","1,500,000"
5233,"  Orchid Road, Second Toll Gate, Lekki, Lagos","3,500,000"
5234,"  New Town Estate, Ogombo, Ajah, Lagos","7,500,000"
5235,"  Sunview Estate, Sangotedo, Ajah, Lagos","1,500,000"
5236,"  Aduramigba, Osogbo, Osun","1,500,000"
5237,"  Osapa, Lekki, Lagos","2,500,000"
5238,"  Idado, Lekki, Lagos","200,000"
5239,"  Asunle Area, Akala Express, Ibadan, Oyo","1,000,000"
5240,"  Okoye Bucknor Estate, Oke Afa, Isolo, Lagos","3,000,000"
5241,"  Lekki Phase 1, Lekki, Lagos","7,000,000"
5242,"  Halleluyah Estate, Osogbo, Osun","8,000,000"
5243,"  Oniru, Victoria Island (VI), Lagos","4,500,000"
5244,"  Off Ajayi Aina Street, Ifako, Gbagada, Lagos","8,000,000"
5245,"  Sunview Estate, Sangotedo, Ajah, Lagos","1,800,000"
5246,"  Fcda Owners Occupier, Kubwa, Abuja","1,500,000"
5247,"  Sangotedo, Ajah, Lagos",₦
5248,"  Off Road 1 Westend Estate, Ikota, Lekki, Lagos",₦
5249,"  Adeniran Ogunsanya, Surulere, Lagos",₦
5250,"  Lekki Phase 1, Lekki, Lagos",₦
5251,"  Off Adekunle Kuye, Aguda, Surulere, Lagos",₦
5252,"  Seaside Estate, Badore, Ajah, Lagos",₦
5253,"  By Dominos Pizza Road, Ologolo, Lekki, Lagos",₦
5254,"  Dideolu Estate, Oniru, Victoria Island (VI), Lagos",₦
5255,"  Sangotedo, Ajah, Lagos",₦
5256,"  Adebisi Popoola Crescent, Lekki Phase 1, Lekki, Lagos",₦
5257,"  By Dominos Pizza Way, Agungi, Lekki, Lagos",₦
5258,"  By The Expressway, Idado, Lekki, Lagos",₦
5259,"  Jahi, Abuja",₦
5260,"  Lake View Estate, Off Orchid Hotel Road, Lafiaji, Lekki, Lagos",₦
5261,"  Lakeview Estate, Lagos, Lekki, Lagos",₦
5262,"  Pinnock Estate, Osapa, Lekki, Lagos",₦
5263,"  Green View Estate, Badore, Ajah, Lagos",₦
5264,"  Agungi, Lekki, Lagos",₦
5265,"  By Zone7 Bridge, Dawaki, Gwarinpa, Abuja",₦
5266,"  Apo, Abuja",₦
5267,"  Off Abraham Adesanya Estate, Lekki Phase 2, Lekki, Lagos","3,000,000"
5268,"  Apo, Abuja","3,500,000"
5269,"  Lekki Phase 1, Lekki, Lagos","350,000"
5270,"  Banana Island, Ikoyi, Lagos","3,750,000"
5271,"  Lekki Phase 1, Lekki, Lagos","1,400,000"
5272,"  Abijo Bustop, Sangotedo, Ajah, Lagos","12,000,000"
5273,"  Omega Schools Behind Ap Filling Station, Ibeshe, Ikorodu, Lagos",600
5274,"  Hill Top Estate, Ikorodu, Lagos","1,700,000"
5275,"  Kara Busstop, Isheri, Lagos","5,000,000"
5276,"  After Agungi, Idado, Lekki Expressway, Lekki, Lagos","500,000"
5277,"  Osapa, Lekki, Lagos","1,300,000"
